x;y;z
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4773095;-0,8894315;-0,2920011
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,4536271;-0,746849;-0,03344829
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,5112461;-0,7319559;0,1403852
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4577777;-0,3654897;0,1323283
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,4736473;-0,04785302;0,03369243
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,7085177;0,007324443;0,6006042
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,6794641;0,1933653;0,7112033
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7602772;0,6767785;0,5747246
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,7265847;0,7529527;0,6267281
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,6355175;0,6777551;0,5398114
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,5720389;0,835963;0,3901486
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,4990387;0,5402997;-0,3068942
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,38258;0,6057314;-0,5774102
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,3112888;0,3960082;-0,8115482
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,2514725;0,6902066;-0,7605213
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,09643849;0,8120365;-0,8823512
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,0634785;0,7190161;-0,9944152
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,1018097;0,7409894;-0,9170201
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,08642842;0,7292703;-0,8388928
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,04052858;0,6684774;-0,9927061
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
0,05932799;0,6706748;-0,9189734
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,1486862;0,1662648;-0,9914854
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2280343;-0,03173925;-1,142369
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2165594;-0,410657;-1,250038
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,2146062;-0,3630482;-0,806177
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1743217;-0,7029023;-0,7490463
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,1875057;-0,8808863;-0,9797662
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
-0,03393658;-0,958037;-0,834254
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,04956206;-1,018098;-0,4611957
0,07861568;-1,110141;-0,41554
0,07861568;-1,110141;-0,41554
0,07861568;-1,110141;-0,41554
